"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"14/01/2025 14:00:00 - 14/01/2025 14:15:00","BZN|DE-LU","Sequence 2","87.59","",""
"14/01/2025 14:15:00 - 14/01/2025 14:30:00","BZN|DE-LU","Sequence 1","115.35","",""
"14/01/2025 14:15:00 - 14/01/2025 14:30:00","BZN|DE-LU","Sequence 2","122.2","",""
"14/01/2025 14:30:00 - 14/01/2025 14:45:00","BZN|DE-LU","Sequence 1","115.35","",""
"14/01/2025 14:30:00 - 14/01/2025 14:45:00","BZN|DE-LU","Sequence 2","124.5","",""
"14/01/2025 14:45:00 - 14/01/2025 15:00:00","BZN|DE-LU","Sequence 1","115.35","",""
"14/01/2025 14:45:00 - 14/01/2025 15:00:00","BZN|DE-LU","Sequence 2","138.7","",""
"14/01/2025 15:00:00 - 14/01/2025 15:15:00","BZN|DE-LU","Sequence 1","125.35","",""
"14/01/2025 15:00:00 - 14/01/2025 15:15:00","BZN|DE-LU","Sequence 2","117.47","",""
"14/01/2025 15:15:00 - 14/01/2025 15:30:00","BZN|DE-LU","Sequence 1","125.35","",""
"14/01/2025 15:15:00 - 14/01/2025 15:30:00","BZN|DE-LU","Sequence 2","127.3","",""
"14/01/2025 15:30:00 - 14/01/2025 15:45:00","BZN|DE-LU","Sequence 1","125.35","",""
"14/01/2025 15:30:00 - 14/01/2025 15:45:00","BZN|DE-LU","Sequence 2","145.24","",""
"14/01/2025 15:45:00 - 14/01/2025 16:00:00","BZN|DE-LU","Sequence 1","125.35","",""
"14/01/2025 15:45:00 - 14/01/2025 16:00:00","BZN|DE-LU","Sequence 2","147.6","",""
"14/01/2025 16:00:00 - 14/01/2025 16:15:00","BZN|DE-LU","Sequence 1","141.97","",""
"14/01/2025 16:00:00 - 14/01/2025 16:15:00","BZN|DE-LU","Sequence 2","127.1","",""
"14/01/2025 16:15:00 - 14/01/2025 16:30:00","BZN|DE-LU","Sequence 1","141.97","",""
"14/01/2025 16:15:00 - 14/01/2025 16:30:00","BZN|DE-LU","Sequence 2","138.9","",""
"14/01/2025 16:30:00 - 14/01/2025 16:45:00","BZN|DE-LU","Sequence 1","141.97","",""
"14/01/2025 16:30:00 - 14/01/2025 16:45:00","BZN|DE-LU","Sequence 2","151.1","",""
"14/01/2025 16:45:00 - 14/01/2025 17:00:00","BZN|DE-LU","Sequence 1","141.97","",""
"14/01/2025 16:45:00 - 14/01/2025 17:00:00","BZN|DE-LU","Sequence 2","157.64","",""
"14/01/2025 17:00:00 - 14/01/2025 17:15:00","BZN|DE-LU","Sequence 1","165.86","",""
"14/01/2025 17:00:00 - 14/01/2025 17:15:00","BZN|DE-LU","Sequence 2","144.1","",""
"14/01/2025 17:15:00 - 14/01/2025 17:30:00","BZN|DE-LU","Sequence 1","165.86","",""
"14/01/2025 17:15:00 - 14/01/2025 17:30:00","BZN|DE-LU","Sequence 2","152.55","",""
"14/01/2025 17:30:00 - 14/01/2025 17:45:00","BZN|DE-LU","Sequence 1","165.86","",""
"14/01/2025 17:30:00 - 14/01/2025 17:45:00","BZN|DE-LU","Sequence 2","164.5","",""
"14/01/2025 17:45:00 - 14/01/2025 18:00:00","BZN|DE-LU","Sequence 1","165.86","",""
"14/01/2025 17:45:00 - 14/01/2025 18:00:00","BZN|DE-LU","Sequence 2","182.0","",""
"14/01/2025 18:00:00 - 14/01/2025 18:15:00","BZN|DE-LU","Sequence 1","170.07","",""
"14/01/2025 18:00:00 - 14/01/2025 18:15:00","BZN|DE-LU","Sequence 2","167.41","",""
"14/01/2025 18:15:00 - 14/01/2025 18:30:00","BZN|DE-LU","Sequence 1","170.07","",""
"14/01/2025 18:15:00 - 14/01/2025 18:30:00","BZN|DE-LU","Sequence 2","157.0","",""
"14/01/2025 18:30:00 - 14/01/2025 18:45:00","BZN|DE-LU","Sequence 1","170.07","",""
"14/01/2025 18:30:00 - 14/01/2025 18:45:00","BZN|DE-LU","Sequence 2","130.1","",""
"14/01/2025 18:45:00 - 14/01/2025 19:00:00","BZN|DE-LU","Sequence 1","170.07","",""
"14/01/2025 18:45:00 - 14/01/2025 19:00:00","BZN|DE-LU","Sequence 2","142.11","",""
"14/01/2025 19:00:00 - 14/01/2025 19:15:00","BZN|DE-LU","Sequence 1","158.38","",""
"14/01/2025 19:00:00 - 14/01/2025 19:15:00","BZN|DE-LU","Sequence 2","142.59","",""
"14/01/2025 19:15:00 - 14/01/2025 19:30:00","BZN|DE-LU","Sequence 1","158.38","",""
"14/01/2025 19:15:00 - 14/01/2025 19:30:00","BZN|DE-LU","Sequence 2","154.46","",""
"14/01/2025 19:30:00 - 14/01/2025 19:45:00","BZN|DE-LU","Sequence 1","158.38","",""
"14/01/2025 19:30:00 - 14/01/2025 19:45:00","BZN|DE-LU","Sequence 2","149.0","",""
"14/01/2025 19:45:00 - 14/01/2025 20:00:00","BZN|DE-LU","Sequence 1","158.38","",""
"14/01/2025 19:45:00 - 14/01/2025 20:00:00","BZN|DE-LU","Sequence 2","131.0","",""
"14/01/2025 20:00:00 - 14/01/2025 20:15:00","BZN|DE-LU","Sequence 1","135.46","",""
"14/01/2025 20:00:00 - 14/01/2025 20:15:00","BZN|DE-LU","Sequence 2","169.96","",""
"14/01/2025 20:15:00 - 14/01/2025 20:30:00","BZN|DE-LU","Sequence 1","135.46","",""
"14/01/2025 20:15:00 - 14/01/2025 20:30:00","BZN|DE-LU","Sequence 2","150.3","",""
"14/01/2025 20:30:00 - 14/01/2025 20:45:00","BZN|DE-LU","Sequence 1","135.46","",""
"14/01/2025 20:30:00 - 14/01/2025 20:45:00","BZN|DE-LU","Sequence 2","133.8","",""
"14/01/2025 20:45:00 - 14/01/2025 21:00:00","BZN|DE-LU","Sequence 1","135.46","",""
"14/01/2025 20:45:00 - 14/01/2025 21:00:00","BZN|DE-LU","Sequence 2","118.2","",""
"14/01/2025 21:00:00 - 14/01/2025 21:15:00","BZN|DE-LU","Sequence 1","117.69","",""
"14/01/2025 21:00:00 - 14/01/2025 21:15:00","BZN|DE-LU","Sequence 2","150.9","",""
"14/01/2025 21:15:00 - 14/01/2025 21:30:00","BZN|DE-LU","Sequence 1","117.69","",""
"14/01/2025 21:15:00 - 14/01/2025 21:30:00","BZN|DE-LU","Sequence 2","117.48","",""
"14/01/2025 21:30:00 - 14/01/2025 21:45:00","BZN|DE-LU","Sequence 1","117.69","",""
"14/01/2025 21:30:00 - 14/01/2025 21:45:00","BZN|DE-LU","Sequence 2","126.5","",""
"14/01/2025 21:45:00 - 14/01/2025 22:00:00","BZN|DE-LU","Sequence 1","117.69","",""
"14/01/2025 21:45:00 - 14/01/2025 22:00:00","BZN|DE-LU","Sequence 2","111.7","",""
"14/01/2025 22:00:00 - 14/01/2025 22:15:00","BZN|DE-LU","Sequence 1","121.0","",""
"14/01/2025 22:00:00 - 14/01/2025 22:15:00","BZN|DE-LU","Sequence 2","120.02","",""
"14/01/2025 22:15:00 - 14/01/2025 22:30:00","BZN|DE-LU","Sequence 1","121.0","",""
"14/01/2025 22:15:00 - 14/01/2025 22:30:00","BZN|DE-LU","Sequence 2","131.8","",""
"14/01/2025 22:30:00 - 14/01/2025 22:45:00","BZN|DE-LU","Sequence 1","121.0","",""
"14/01/2025 22:30:00 - 14/01/2025 22:45:00","BZN|DE-LU","Sequence 2","123.0","",""
"14/01/2025 22:45:00 - 14/01/2025 23:00:00","BZN|DE-LU","Sequence 1","121.0","",""
"14/01/2025 22:45:00 - 14/01/2025 23:00:00","BZN|DE-LU","Sequence 2","109.9","",""
"14/01/2025 23:00:00 - 14/01/2025 23:15:00","BZN|DE-LU","Sequence 1","121.76","",""
"14/01/2025 23:00:00 - 14/01/2025 23:15:00","BZN|DE-LU","Sequence 2","139.1","",""
"14/01/2025 23:15:00 - 14/01/2025 23:30:00","BZN|DE-LU","Sequence 1","121.76","",""
"14/01/2025 23:15:00 - 14/01/2025 23:30:00","BZN|DE-LU","Sequence 2","129.9","",""
"14/01/2025 23:30:00 - 14/01/2025 23:45:00","BZN|DE-LU","Sequence 1","121.76","",""
"14/01/2025 23:30:00 - 14/01/2025 23:45:00","BZN|DE-LU","Sequence 2","113.29","",""
"14/01/2025 23:45:00 - 15/01/2025 00:00:00","BZN|DE-LU","Sequence 1","121.76","",""
"14/01/2025 23:45:00 - 15/01/2025 00:00:00","BZN|DE-LU","Sequence 2","97.8","",""
"15/01/2025 00:00:00 - 15/01/2025 00:15:00","BZN|DE-LU","Sequence 1","108.28","",""
"15/01/2025 00:00:00 - 15/01/2025 00:15:00","BZN|DE-LU","Sequence 2","118.0","",""
"15/01/2025 00:15:00 - 15/01/2025 00:30:00","BZN|DE-LU","Sequence 1","108.28","",""
"15/01/2025 00:15:00 - 15/01/2025 00:30:00","BZN|DE-LU","Sequence 2","113.0","",""
"15/01/2025 00:30:00 - 15/01/2025 00:45:00","BZN|DE-LU","Sequence 1","108.28","",""
"15/01/2025 00:30:00 - 15/01/2025 00:45:00","BZN|DE-LU","Sequence 2","100.37","",""
"15/01/2025 00:45:00 - 15/01/2025 01:00:00","BZN|DE-LU","Sequence 1","108.28","",""
"15/01/2025 00:45:00 - 15/01/2025 01:00:00","BZN|DE-LU","Sequence 2","105.0","",""
"15/01/2025 01:00:00 - 15/01/2025 01:15:00","BZN|DE-LU","Sequence 1","107.72","",""
"15/01/2025 01:00:00 - 15/01/2025 01:15:00","BZN|DE-LU","Sequence 2","105.68","",""
"15/01/2025 01:15:00 - 15/01/2025 01:30:00","BZN|DE-LU","Sequence 1","107.72","",""
"15/01/2025 01:15:00 - 15/01/2025 01:30:00","BZN|DE-LU","Sequence 2","114.92","",""
"15/01/2025 01:30:00 - 15/01/2025 01:45:00","BZN|DE-LU","Sequence 1","107.72","",""
"15/01/2025 01:30:00 - 15/01/2025 01:45:00","BZN|DE-LU","Sequence 2","109.92","",""
"15/01/2025 01:45:00 - 15/01/2025 02:00:00","BZN|DE-LU","Sequence 1","107.72","",""
"15/01/2025 01:45:00 - 15/01/2025 02:00:00","BZN|DE-LU","Sequence 2","107.41","",""
"15/01/2025 02:00:00 - 15/01/2025 02:15:00","BZN|DE-LU","Sequence 1","108.41","",""
"15/01/2025 02:00:00 - 15/01/2025 02:15:00","BZN|DE-LU","Sequence 2","105.95","",""
"15/01/2025 02:15:00 - 15/01/2025 02:30:00","BZN|DE-LU","Sequence 1","108.41","",""
"15/01/2025 02:15:00 - 15/01/2025 02:30:00","BZN|DE-LU","Sequence 2","109.9","",""
"15/01/2025 02:30:00 - 15/01/2025 02:45:00","BZN|DE-LU","Sequence 1","108.41","",""
"15/01/2025 02:30:00 - 15/01/2025 02:45:00","BZN|DE-LU","Sequence 2","109.92","",""
"15/01/2025 02:45:00 - 15/01/2025 03:00:00","BZN|DE-LU","Sequence 1","108.41","",""
"15/01/2025 02:45:00 - 15/01/2025 03:00:00","BZN|DE-LU","Sequence 2","112.43","",""
"15/01/2025 03:00:00 - 15/01/2025 03:15:00","BZN|DE-LU","Sequence 1","108.04","",""
"15/01/2025 03:00:00 - 15/01/2025 03:15:00","BZN|DE-LU","Sequence 2","104.99","",""
"15/01/2025 03:15:00 - 15/01/2025 03:30:00","BZN|DE-LU","Sequence 1","108.04","",""
"15/01/2025 03:15:00 - 15/01/2025 03:30:00","BZN|DE-LU","Sequence 2","109.92","",""
"15/01/2025 03:30:00 - 15/01/2025 03:45:00","BZN|DE-LU","Sequence 1","108.04","",""
"15/01/2025 03:30:00 - 15/01/2025 03:45:00","BZN|DE-LU","Sequence 2","114.9","",""
"15/01/2025 03:45:00 - 15/01/2025 04:00:00","BZN|DE-LU","Sequence 1","108.04","",""
"15/01/2025 03:45:00 - 15/01/2025 04:00:00","BZN|DE-LU","Sequence 2","108.85","",""
"15/01/2025 04:00:00 - 15/01/2025 04:15:00","BZN|DE-LU","Sequence 1","108.75","",""
"15/01/2025 04:00:00 - 15/01/2025 04:15:00","BZN|DE-LU","Sequence 2","71.35","",""
"15/01/2025 04:15:00 - 15/01/2025 04:30:00","BZN|DE-LU","Sequence 1","108.75","",""
"15/01/2025 04:15:00 - 15/01/2025 04:30:00","BZN|DE-LU","Sequence 2","109.98","",""
"15/01/2025 04:30:00 - 15/01/2025 04:45:00","BZN|DE-LU","Sequence 1","108.75","",""
"15/01/2025 04:30:00 - 15/01/2025 04:45:00","BZN|DE-LU","Sequence 2","119.99","",""
"15/01/2025 04:45:00 - 15/01/2025 05:00:00","BZN|DE-LU","Sequence 1","108.75","",""
"15/01/2025 04:45:00 - 15/01/2025 05:00:00","BZN|DE-LU","Sequence 2","139.4","",""
"15/01/2025 05:00:00 - 15/01/2025 05:15:00","BZN|DE-LU","Sequence 1","114.92","",""
"15/01/2025 05:00:00 - 15/01/2025 05:15:00","BZN|DE-LU","Sequence 2","99.4","",""
"15/01/2025 05:15:00 - 15/01/2025 05:30:00","BZN|DE-LU","Sequence 1","114.92","",""
"15/01/2025 05:15:00 - 15/01/2025 05:30:00","BZN|DE-LU","Sequence 2","116.0","",""
"15/01/2025 05:30:00 - 15/01/2025 05:45:00","BZN|DE-LU","Sequence 1","114.92","",""
"15/01/2025 05:30:00 - 15/01/2025 05:45:00","BZN|DE-LU","Sequence 2","121.92","",""
"15/01/2025 05:45:00 - 15/01/2025 06:00:00","BZN|DE-LU","Sequence 1","114.92","",""
"15/01/2025 05:45:00 - 15/01/2025 06:00:00","BZN|DE-LU","Sequence 2","125.06","",""
"15/01/2025 06:00:00 - 15/01/2025 06:15:00","BZN|DE-LU","Sequence 1","134.49","",""
"15/01/2025 06:00:00 - 15/01/2025 06:15:00","BZN|DE-LU","Sequence 2","112.0","",""
"15/01/2025 06:15:00 - 15/01/2025 06:30:00","BZN|DE-LU","Sequence 1","134.49","",""
"15/01/2025 06:15:00 - 15/01/2025 06:30:00","BZN|DE-LU","Sequence 2","147.47","",""
"15/01/2025 06:30:00 - 15/01/2025 06:45:00","BZN|DE-LU","Sequence 1","134.49","",""
"15/01/2025 06:30:00 - 15/01/2025 06:45:00","BZN|DE-LU","Sequence 2","179.99","",""
"15/01/2025 06:45:00 - 15/01/2025 07:00:00","BZN|DE-LU","Sequence 1","134.49","",""
"15/01/2025 06:45:00 - 15/01/2025 07:00:00","BZN|DE-LU","Sequence 2","216.72","",""
"15/01/2025 07:00:00 - 15/01/2025 07:15:00","BZN|DE-LU","Sequence 1","191.79","",""
"15/01/2025 07:00:00 - 15/01/2025 07:15:00","BZN|DE-LU","Sequence 2","179.3","",""
"15/01/2025 07:15:00 - 15/01/2025 07:30:00","BZN|DE-LU","Sequence 1","191.79","",""
"15/01/2025 07:15:00 - 15/01/2025 07:30:00","BZN|DE-LU","Sequence 2","207.9","",""
"15/01/2025 07:30:00 - 15/01/2025 07:45:00","BZN|DE-LU","Sequence 1","191.79","",""
"15/01/2025 07:30:00 - 15/01/2025 07:45:00","BZN|DE-LU","Sequence 2","236.74","",""
"15/01/2025 07:45:00 - 15/01/2025 08:00:00","BZN|DE-LU","Sequence 1","191.79","",""
"15/01/2025 07:45:00 - 15/01/2025 08:00:00","BZN|DE-LU","Sequence 2","271.5","",""
"15/01/2025 08:00:00 - 15/01/2025 08:15:00","BZN|DE-LU","Sequence 1","307.24","",""
"15/01/2025 08:00:00 - 15/01/2025 08:15:00","BZN|DE-LU","Sequence 2","234.1","",""
"15/01/2025 08:15:00 - 15/01/2025 08:30:00","BZN|DE-LU","Sequence 1","307.24","",""
"15/01/2025 08:15:00 - 15/01/2025 08:30:00","BZN|DE-LU","Sequence 2","275.54","",""
"15/01/2025 08:30:00 - 15/01/2025 08:45:00","BZN|DE-LU","Sequence 1","307.24","",""
"15/01/2025 08:30:00 - 15/01/2025 08:45:00","BZN|DE-LU","Sequence 2","314.95","",""
"15/01/2025 08:45:00 - 15/01/2025 09:00:00","BZN|DE-LU","Sequence 1","307.24","",""
"15/01/2025 08:45:00 - 15/01/2025 09:00:00","BZN|DE-LU","Sequence 2","239.0","",""
"15/01/2025 09:00:00 - 15/01/2025 09:15:00","BZN|DE-LU","Sequence 1","315.02","",""
"15/01/2025 09:00:00 - 15/01/2025 09:15:00","BZN|DE-LU","Sequence 2","245.0","",""
"15/01/2025 09:15:00 - 15/01/2025 09:30:00","BZN|DE-LU","Sequence 1","315.02","",""
"15/01/2025 09:15:00 - 15/01/2025 09:30:00","BZN|DE-LU","Sequence 2","430.84","",""
"15/01/2025 09:30:00 - 15/01/2025 09:45:00","BZN|DE-LU","Sequence 1","315.02","",""
"15/01/2025 09:30:00 - 15/01/2025 09:45:00","BZN|DE-LU","Sequence 2","236.2","",""
"15/01/2025 09:45:00 - 15/01/2025 10:00:00","BZN|DE-LU","Sequence 1","315.02","",""
"15/01/2025 09:45:00 - 15/01/2025 10:00:00","BZN|DE-LU","Sequence 2","236.8","",""
"15/01/2025 10:00:00 - 15/01/2025 10:15:00","BZN|DE-LU","Sequence 1","311.03","",""
"15/01/2025 10:00:00 - 15/01/2025 10:15:00","BZN|DE-LU","Sequence 2","247.8","",""
"15/01/2025 10:15:00 - 15/01/2025 10:30:00","BZN|DE-LU","Sequence 1","311.03","",""
"15/01/2025 10:15:00 - 15/01/2025 10:30:00","BZN|DE-LU","Sequence 2","428.6","",""
"15/01/2025 10:30:00 - 15/01/2025 10:45:00","BZN|DE-LU","Sequence 1","311.03","",""
"15/01/2025 10:30:00 - 15/01/2025 10:45:00","BZN|DE-LU","Sequence 2","237.5","",""
"15/01/2025 10:45:00 - 15/01/2025 11:00:00","BZN|DE-LU","Sequence 1","311.03","",""
"15/01/2025 10:45:00 - 15/01/2025 11:00:00","BZN|DE-LU","Sequence 2","242.4","",""
"15/01/2025 11:00:00 - 15/01/2025 11:15:00","BZN|DE-LU","Sequence 1","304.8","",""
"15/01/2025 11:00:00 - 15/01/2025 11:15:00","BZN|DE-LU","Sequence 2","238.3","",""
"15/01/2025 11:15:00 - 15/01/2025 11:30:00","BZN|DE-LU","Sequence 1","304.8","",""
"15/01/2025 11:15:00 - 15/01/2025 11:30:00","BZN|DE-LU","Sequence 2","472.22","",""
"15/01/2025 11:30:00 - 15/01/2025 11:45:00","BZN|DE-LU","Sequence 1","304.8","",""
"15/01/2025 11:30:00 - 15/01/2025 11:45:00","BZN|DE-LU","Sequence 2","243.1","",""
"15/01/2025 11:45:00 - 15/01/2025 12:00:00","BZN|DE-LU","Sequence 1","304.8","",""
"15/01/2025 11:45:00 - 15/01/2025 12:00:00","BZN|DE-LU","Sequence 2","246.4","",""
"15/01/2025 12:00:00 - 15/01/2025 12:15:00","BZN|DE-LU","Sequence 1","311.02","",""
"15/01/2025 12:00:00 - 15/01/2025 12:15:00","BZN|DE-LU","Sequence 2","260.25","",""
"15/01/2025 12:15:00 - 15/01/2025 12:30:00","BZN|DE-LU","Sequence 1","311.02","",""
"15/01/2025 12:15:00 - 15/01/2025 12:30:00","BZN|DE-LU","Sequence 2","381.97","",""
"15/01/2025 12:30:00 - 15/01/2025 12:45:00","BZN|DE-LU","Sequence 1","311.02","",""
"15/01/2025 12:30:00 - 15/01/2025 12:45:00","BZN|DE-LU","Sequence 2","257.5","",""
"15/01/2025 12:45:00 - 15/01/2025 13:00:00","BZN|DE-LU","Sequence 1","311.02","",""
"15/01/2025 12:45:00 - 15/01/2025 13:00:00","BZN|DE-LU","Sequence 2","258.0","",""
"15/01/2025 13:00:00 - 15/01/2025 13:15:00","BZN|DE-LU","Sequence 1","309.34","",""
"15/01/2025 13:00:00 - 15/01/2025 13:15:00","BZN|DE-LU","Sequence 2","264.5","",""
"15/01/2025 13:15:00 - 15/01/2025 13:30:00","BZN|DE-LU","Sequence 1","309.34","",""
"15/01/2025 13:15:00 - 15/01/2025 13:30:00","BZN|DE-LU","Sequence 2","260.8","",""
"15/01/2025 13:30:00 - 15/01/2025 13:45:00","BZN|DE-LU","Sequence 1","309.34","",""
"15/01/2025 13:30:00 - 15/01/2025 13:45:00","BZN|DE-LU","Sequence 2","256.5","",""
"15/01/2025 13:45:00 - 15/01/2025 14:00:00","BZN|DE-LU","Sequence 1","309.34","",""
"15/01/2025 13:45:00 - 15/01/2025 14:00:00","BZN|DE-LU","Sequence 2","375.51","",""
"15/01/2025 14:00:00 - 15/01/2025 14:15:00","BZN|DE-LU","Sequence 1","285.83","",""
"15/01/2025 14:00:00 - 15/01/2025 14:15:00","BZN|DE-LU","Sequence 2","253.5","",""
"15/01/2025 14:15:00 - 15/01/2025 14:30:00","BZN|DE-LU","Sequence 1","285.83","",""
"15/01/2025 14:15:00 - 15/01/2025 14:30:00","BZN|DE-LU","Sequence 2","263.7","",""
"15/01/2025 14:30:00 - 15/01/2025 14:45:00","BZN|DE-LU","Sequence 1","285.83","",""
"15/01/2025 14:30:00 - 15/01/2025 14:45:00","BZN|DE-LU","Sequence 2","268.1","",""
"15/01/2025 14:45:00 - 15/01/2025 15:00:00","BZN|DE-LU","Sequence 1","285.83","",""
"15/01/2025 14:45:00 - 15/01/2025 15:00:00","BZN|DE-LU","Sequence 2","440.98","",""
"15/01/2025 15:00:00 - 15/01/2025 15:15:00","BZN|DE-LU","Sequence 1","301.74","",""
"15/01/2025 15:00:00 - 15/01/2025 15:15:00","BZN|DE-LU","Sequence 2","274.8","",""
"15/01/2025 15:15:00 - 15/01/2025 15:30:00","BZN|DE-LU","Sequence 1","301.74","",""
"15/01/2025 15:15:00 - 15/01/2025 15:30:00","BZN|DE-LU","Sequence 2","268.8","",""
"15/01/2025 15:30:00 - 15/01/2025 15:45:00","BZN|DE-LU","Sequence 1","301.74","",""
"15/01/2025 15:30:00 - 15/01/2025 15:45:00","BZN|DE-LU","Sequence 2","308.56","",""
"15/01/2025 15:45:00 - 15/01/2025 16:00:00","BZN|DE-LU","Sequence 1","301.74","",""
"15/01/2025 15:45:00 - 15/01/2025 16:00:00","BZN|DE-LU","Sequence 2","542.77","",""
"15/01/2025 16:00:00 - 15/01/2025 16:15:00","BZN|DE-LU","Sequence 1","333.52","",""
"15/01/2025 16:00:00 - 15/01/2025 16:15:00","BZN|DE-LU","Sequence 2","282.1","",""
"15/01/2025 16:15:00 - 15/01/2025 16:30:00","BZN|DE-LU","Sequence 1","333.52","",""
"15/01/2025 16:15:00 - 15/01/2025 16:30:00","BZN|DE-LU","Sequence 2","516.26","",""
"15/01/2025 16:30:00 - 15/01/2025 16:45:00","BZN|DE-LU","Sequence 1","333.52","",""
"15/01/2025 16:30:00 - 15/01/2025 16:45:00","BZN|DE-LU","Sequence 2","282.0","",""
"15/01/2025 16:45:00 - 15/01/2025 17:00:00","BZN|DE-LU","Sequence 1","333.52","",""
"15/01/2025 16:45:00 - 15/01/2025 17:00:00","BZN|DE-LU","Sequence 2","292.7","",""
"15/01/2025 17:00:00 - 15/01/2025 17:15:00","BZN|DE-LU","Sequence 1","377.99","",""
"15/01/2025 17:00:00 - 15/01/2025 17:15:00","BZN|DE-LU","Sequence 2","340.38","",""
"15/01/2025 17:15:00 - 15/01/2025 17:30:00","BZN|DE-LU","Sequence 1","377.99","",""
"15/01/2025 17:15:00 - 15/01/2025 17:30:00","BZN|DE-LU","Sequence 2","526.16","",""
"15/01/2025 17:30:00 - 15/01/2025 17:45:00","BZN|DE-LU","Sequence 1","377.99","",""
"15/01/2025 17:30:00 - 15/01/2025 17:45:00","BZN|DE-LU","Sequence 2","344.3","",""
"15/01/2025 17:45:00 - 15/01/2025 18:00:00","BZN|DE-LU","Sequence 1","377.99","",""
"15/01/2025 17:45:00 - 15/01/2025 18:00:00","BZN|DE-LU","Sequence 2","448.71","",""
"15/01/2025 18:00:00 - 15/01/2025 18:15:00","BZN|DE-LU","Sequence 1","324.74","",""
"15/01/2025 18:00:00 - 15/01/2025 18:15:00","BZN|DE-LU","Sequence 2","355.2","",""
"15/01/2025 18:15:00 - 15/01/2025 18:30:00","BZN|DE-LU","Sequence 1","324.74","",""
"15/01/2025 18:15:00 - 15/01/2025 18:30:00","BZN|DE-LU","Sequence 2","365.24","",""
"15/01/2025 18:30:00 - 15/01/2025 18:45:00","BZN|DE-LU","Sequence 1","324.74","",""
"15/01/2025 18:30:00 - 15/01/2025 18:45:00","BZN|DE-LU","Sequence 2","345.9","",""
"15/01/2025 18:45:00 - 15/01/2025 19:00:00","BZN|DE-LU","Sequence 1","324.74","",""
"15/01/2025 18:45:00 - 15/01/2025 19:00:00","BZN|DE-LU","Sequence 2","350.5","",""
"15/01/2025 19:00:00 - 15/01/2025 19:15:00","BZN|DE-LU","Sequence 1","270.09","",""
"15/01/2025 19:00:00 - 15/01/2025 19:15:00","BZN|DE-LU","Sequence 2","393.3","",""
"15/01/2025 19:15:00 - 15/01/2025 19:30:00","BZN|DE-LU","Sequence 1","270.09","",""
"15/01/2025 19:15:00 - 15/01/2025 19:30:00","BZN|DE-LU","Sequence 2","323.2","",""
"15/01/2025 19:30:00 - 15/01/2025 19:45:00","BZN|DE-LU","Sequence 1","270.09","",""
"15/01/2025 19:30:00 - 15/01/2025 19:45:00","BZN|DE-LU","Sequence 2","302.1","",""
"15/01/2025 19:45:00 - 15/01/2025 20:00:00","BZN|DE-LU","Sequence 1","270.09","",""
"15/01/2025 19:45:00 - 15/01/2025 20:00:00","BZN|DE-LU","Sequence 2","216.92","",""
"15/01/2025 20:00:00 - 15/01/2025 20:15:00","BZN|DE-LU","Sequence 1","181.66","",""
"15/01/2025 20:00:00 - 15/01/2025 20:15:00","BZN|DE-LU","Sequence 2","323.7","",""
"15/01/2025 20:15:00 - 15/01/2025 20:30:00","BZN|DE-LU","Sequence 1","181.66","",""
"15/01/2025 20:15:00 - 15/01/2025 20:30:00","BZN|DE-LU","Sequence 2","189.97","",""
"15/01/2025 20:30:00 - 15/01/2025 20:45:00","BZN|DE-LU","Sequence 1","181.66","",""
"15/01/2025 20:30:00 - 15/01/2025 20:45:00","BZN|DE-LU","Sequence 2","187.34","",""
"15/01/2025 20:45:00 - 15/01/2025 21:00:00","BZN|DE-LU","Sequence 1","181.66","",""
"15/01/2025 20:45:00 - 15/01/2025 21:00:00","BZN|DE-LU","Sequence 2","216.6","",""
"15/01/2025 21:00:00 - 15/01/2025 21:15:00","BZN|DE-LU","Sequence 1","150.87","",""
"15/01/2025 21:00:00 - 15/01/2025 21:15:00","BZN|DE-LU","Sequence 2","245.36","",""
"15/01/2025 21:15:00 - 15/01/2025 21:30:00","BZN|DE-LU","Sequence 1","150.87","",""
"15/01/2025 21:15:00 - 15/01/2025 21:30:00","BZN|DE-LU","Sequence 2","159.96","",""
"15/01/2025 21:30:00 - 15/01/2025 21:45:00","BZN|DE-LU","Sequence 1","150.87","",""
"15/01/2025 21:30:00 - 15/01/2025 21:45:00","BZN|DE-LU","Sequence 2","164.97","",""
"15/01/2025 21:45:00 - 15/01/2025 22:00:00","BZN|DE-LU","Sequence 1","150.87","",""
"15/01/2025 21:45:00 - 15/01/2025 22:00:00","BZN|DE-LU","Sequence 2","129.95","",""
"15/01/2025 22:00:00 - 15/01/2025 22:15:00","BZN|DE-LU","Sequence 1","141.16","",""
"15/01/2025 22:00:00 - 15/01/2025 22:15:00","BZN|DE-LU","Sequence 2","167.49","",""
"15/01/2025 22:15:00 - 15/01/2025 22:30:00","BZN|DE-LU","Sequence 1","141.16","",""
"15/01/2025 22:15:00 - 15/01/2025 22:30:00","BZN|DE-LU","Sequence 2","151.98","",""
"15/01/2025 22:30:00 - 15/01/2025 22:45:00","BZN|DE-LU","Sequence 1","141.16","",""
"15/01/2025 22:30:00 - 15/01/2025 22:45:00","BZN|DE-LU","Sequence 2","139.99","",""
"15/01/2025 22:45:00 - 15/01/2025 23:00:00","BZN|DE-LU","Sequence 1","141.16","",""
